id,vul_id,file,method,version,label,ast_n_nodes,ast_n_edges,ast_n_leaves,ast_max_depth,ast_avg_branching,ast_error_nodes,ast_truncated,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::isAcceptableName::fixed,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,isAcceptableName,fixed,0,54,53,37,9,0.9814814814814815,0,0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,6.0,5.0,4.007333278656006,3.9889841079711914,3.6375861167907715,9.0,0.9814814925193787,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::isAcceptableValue::vulnerable,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,isAcceptableValue,vulnerable,1,54,53,37,9,0.9814814814814815,0,0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,6.0,5.0,4.007333278656006,3.9889841079711914,3.6375861167907715,9.0,0.9814814925193787,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::isAcceptableValue::fixed,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,isAcceptableValue,fixed,0,54,53,37,9,0.9814814814814815,0,0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,6.0,5.0,4.007333278656006,3.9889841079711914,3.6375861167907715,9.0,0.9814814925193787,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::setCookie1::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,setCookie1,vulnerable_other,0,30,29,19,8,0.9666666666666667,0,0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.4339871406555176,3.4011974334716797,2.995732307434082,8.0,0.9666666388511658,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::getCookie3::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,getCookie3,vulnerable_other,0,22,21,14,6,0.9545454545454546,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.1354942321777344,3.0910425186157227,2.70805025100708,6.0,0.9545454382896423,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::testInterceptSelectedCookiesNameOnly1::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,testInterceptSelectedCookiesNameOnly1,vulnerable_other,0,554,553,382,13,0.9981949458483754,0,0,20.0,6.0,14.0,2.0,25.0,1.0,54.0,8.0,4.0,1.0,56.0,2.0,1.0,2.0,0.0,41.0,1.0,21.0,1.0,7.0,16.0,0.0,1.0,0.0,1.0,7.0,6.0,13.0,2.0,3.0,2.0,0.0,0.0,2.0,42.0,1.0,9.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,61.0,0.0,41.0,3.0,4.0,4.0,0.0,1.0,4.0,16.0,3.0,0.0,2.0,4.0,0.0,3.0,61.0,7.0,1.0,54.0,49.0,16.0,2.0,3.0,3.0,1.0,3.0,14.0,14.0,8.0,0.0,20.0,86.0,2.0,5.0,0.0,42.0,61.0,4.0,1.0,16.0,17.0,2.0,0.0,2.0,6.0,18.0,0.0,11.0,18.0,1.0,3.0,0.0,0.0,1.0,21.0,9.0,28.0,17.0,9.0,2.0,1.0,2.0,54.0,6.0,34.0,3.0,20.0,5.0,2.0,43.0,3.0,9.0,1.0,67.0,73.0,6.318968296051025,6.317164897918701,5.948034763336182,13.0,0.9981949329376221,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::setCookie2::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,setCookie2,vulnerable_other,0,30,29,19,8,0.9666666666666667,0,0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.4339871406555176,3.4011974334716797,2.995732307434082,8.0,0.9666666388511658,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::getCookie1::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,getCookie1,vulnerable_other,0,22,21,14,6,0.9545454545454546,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.1354942321777344,3.0910425186157227,2.70805025100708,6.0,0.9545454382896423,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::testInterceptAll2::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,testInterceptAll2,vulnerable_other,0,563,562,388,13,0.9982238010657194,0,0,20.0,6.0,14.0,2.0,28.0,1.0,54.0,8.0,4.0,1.0,56.0,2.0,1.0,2.0,0.0,44.0,1.0,21.0,1.0,7.0,16.0,0.0,1.0,0.0,1.0,7.0,6.0,13.0,2.0,3.0,2.0,0.0,0.0,2.0,45.0,1.0,9.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,61.0,0.0,41.0,0.0,4.0,4.0,0.0,1.0,1.0,16.0,3.0,0.0,2.0,4.0,0.0,3.0,61.0,7.0,1.0,60.0,49.0,16.0,2.0,3.0,3.0,1.0,3.0,14.0,14.0,8.0,0.0,23.0,86.0,2.0,5.0,0.0,48.0,61.0,4.0,1.0,16.0,23.0,2.0,0.0,2.0,6.0,18.0,0.0,11.0,18.0,1.0,3.0,0.0,0.0,1.0,21.0,9.0,28.0,17.0,12.0,2.0,1.0,2.0,54.0,6.0,34.0,3.0,20.0,5.0,2.0,43.0,3.0,6.0,1.0,67.0,73.0,6.335054397583008,6.333279609680176,5.963579177856445,13.0,0.9982237815856934,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::testInterceptSelectedCookiesNameOnly3::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,testInterceptSelectedCookiesNameOnly3,vulnerable_other,0,553,552,381,13,0.9981916817359855,0,0,20.0,6.0,14.0,2.0,25.0,1.0,54.0,8.0,4.0,1.0,56.0,2.0,1.0,2.0,0.0,41.0,1.0,21.0,1.0,7.0,16.0,0.0,1.0,0.0,1.0,7.0,6.0,13.0,2.0,3.0,2.0,0.0,0.0,2.0,41.0,1.0,9.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,61.0,0.0,41.0,3.0,4.0,4.0,0.0,1.0,4.0,16.0,3.0,0.0,2.0,4.0,0.0,3.0,61.0,7.0,1.0,54.0,49.0,16.0,2.0,3.0,3.0,1.0,3.0,14.0,14.0,8.0,0.0,19.0,86.0,2.0,5.0,0.0,42.0,61.0,4.0,1.0,16.0,17.0,2.0,0.0,2.0,6.0,18.0,0.0,11.0,18.0,1.0,3.0,0.0,0.0,1.0,21.0,9.0,28.0,17.0,8.0,2.0,1.0,2.0,54.0,6.0,34.0,3.0,20.0,5.0,2.0,43.0,3.0,9.0,1.0,67.0,73.0,6.317164897918701,6.3153581619262695,5.945420742034912,13.0,0.9981916546821594,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::setCookie3::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,setCookie3,vulnerable_other,0,30,29,19,8,0.9666666666666667,0,0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.4339871406555176,3.4011974334716797,2.995732307434082,8.0,0.9666666388511658,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::testCookiesWithClassPollution::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,testCookiesWithClassPollution,vulnerable_other,0,670,669,471,15,0.9985074626865672,0,0,21.0,10.0,42.0,2.0,32.0,2.0,51.0,2.0,5.0,5.0,54.0,5.0,1.0,18.0,23.0,35.0,7.0,19.0,0.0,18.0,18.0,2.0,0.0,20.0,3.0,17.0,12.0,33.0,6.0,5.0,1.0,2.0,0.0,4.0,40.0,6.0,29.0,0.0,0.0,2.0,2.0,15.0,6.0,2.0,39.0,2.0,24.0,2.0,1.0,3.0,0.0,1.0,5.0,19.0,4.0,2.0,14.0,2.0,2.0,33.0,52.0,14.0,2.0,38.0,51.0,27.0,5.0,16.0,6.0,2.0,5.0,16.0,14.0,2.0,0.0,25.0,110.0,1.0,19.0,0.0,38.0,71.0,1.0,0.0,42.0,7.0,0.0,0.0,2.0,18.0,32.0,4.0,1.0,35.0,2.0,7.0,4.0,0.0,2.0,21.0,5.0,49.0,12.0,3.0,2.0,3.0,16.0,63.0,11.0,21.0,3.0,17.0,3.0,4.0,52.0,0.0,16.0,0.0,51.0,57.0,6.5087690353393555,6.507277488708496,6.156979084014893,15.0,0.9985074400901794,0.0,0.0,1.0
VUL4J-29::core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java::getCookie2::vulnerable_other,VUL4J-29,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,getCookie2,vulnerable_other,0,22,21,14,6,0.9545454545454546,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.1354942321777344,3.0910425186157227,2.70805025100708,6.0,0.9545454382896423,0.0,0.0,1.0
VUL4J-30::core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java::validate::vulnerable,VUL4J-30,core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java,validate,vulnerable,1,167,166,113,15,0.9940119760479041,0,0,0.0,5.0,6.0,3.0,4.0,0.0,12.0,3.0,4.0,2.0,18.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,6.0,1.0,4.0,1.0,1.0,0.0,4.0,9.0,4.0,2.0,1.0,1.0,4.0,1.0,0.0,15.0,0.0,14.0,2.0,1.0,3.0,0.0,0.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,5.0,15.0,6.0,1.0,1.0,13.0,9.0,3.0,3.0,2.0,2.0,0.0,8.0,1.0,0.0,0.0,2.0,29.0,5.0,3.0,3.0,0.0,18.0,1.0,3.0,8.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,1.0,8.0,1.0,6.0,2.0,1.0,3.0,2.0,2.0,12.0,4.0,8.0,2.0,0.0,6.0,0.0,6.0,1.0,3.0,0.0,12.0,18.0,5.123963832855225,5.1179938316345215,4.736198425292969,15.0,0.9940119981765747,0.0,0.0,1.0
VUL4J-30::core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java::validate::fixed,VUL4J-30,core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java,validate,fixed,0,173,172,117,15,0.9942196531791907,0,0,0.0,5.0,6.0,3.0,4.0,0.0,13.0,3.0,5.0,2.0,19.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,6.0,1.0,4.0,1.0,1.0,0.0,4.0,9.0,4.0,2.0,1.0,1.0,6.0,1.0,0.0,16.0,0.0,15.0,2.0,2.0,3.0,0.0,0.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,5.0,16.0,6.0,1.0,1.0,14.0,9.0,3.0,3.0,2.0,2.0,0.0,8.0,1.0,0.0,0.0,2.0,30.0,5.0,3.0,3.0,0.0,19.0,1.0,3.0,8.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,8.0,1.0,6.0,2.0,1.0,3.0,2.0,2.0,13.0,4.0,9.0,2.0,0.0,6.0,0.0,6.0,1.0,3.0,0.0,13.0,19.0,5.159055233001709,5.153291702270508,4.770684719085693,15.0,0.9942196607589722,0.0,0.0,1.0
VUL4J-30::core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java::setUrlRegex::vulnerable_other,VUL4J-30,core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java,setUrlRegex,vulnerable_other,0,30,29,19,8,0.9666666666666667,0,0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.4339871406555176,3.4011974334716797,2.995732307434082,8.0,0.9666666388511658,0.0,0.0,1.0
VUL4J-30::core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java::getUrlRegex::vulnerable_other,VUL4J-30,core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java,getUrlRegex,vulnerable_other,0,254,253,202,23,0.9960629921259843,0,0,1.0,5.0,5.0,3.0,14.0,0.0,3.0,0.0,2.0,1.0,7.0,1.0,4.0,2.0,0.0,15.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,60.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,27.0,0.0,8.0,0.0,3.0,0.0,7.0,4.0,0.0,1.0,4.0,6.0,1.0,1.0,2.0,0.0,0.0,11.0,4.0,1.0,0.0,30.0,4.0,18.0,1.0,1.0,0.0,0.0,0.0,32.0,14.0,0.0,2.0,60.0,11.0,3.0,2.0,1.0,43.0,9.0,3.0,2.0,5.0,10.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,40.0,1.0,0.0,10.0,0.0,1.0,49.0,9.0,0.0,2.0,2.0,1.0,16.0,2.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,50.0,12.0,5.541263580322266,5.537334442138672,5.313206195831299,23.0,0.9960629940032959,0.0,0.0,1.0
VUL4J-30::core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java::setUrlRegexExpression::vulnerable_other,VUL4J-30,core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java,setUrlRegexExpression,vulnerable_other,0,30,29,19,8,0.9666666666666667,0,0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.4339871406555176,3.4011974334716797,2.995732307434082,8.0,0.9666666388511658,0.0,0.0,1.0
VUL4J-31::core/src/main/java/org/apache/struts2/dispatcher/mapper/DefaultActionMapper.java::cleanupActionName::vulnerable,VUL4J-31,core/src/main/java/org/apache/struts2/dispatcher/mapper/DefaultActionMapper.java,cleanupActionName,vulnerable,1,161,160,113,14,0.9937888198757764,0,0,0.0,5.0,10.0,3.0,6.0,0.0,8.0,0.0,3.0,2.0,15.0,1.0,4.0,0.0,3.0,7.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,7.0,1.0,3.0,2.0,5.0,2.0,4.0,7.0,0.0,1.0,6.0,1.0,2.0,3.0,1.0,13.0,1.0,8.0,0.0,0.0,1.0,1.0,2.0,6.0,6.0,1.0,2.0,3.0,3.0,0.0,7.0,11.0,3.0,0.0,12.0,12.0,5.0,2.0,1.0,1.0,1.0,0.0,7.0,2.0,0.0,1.0,6.0,30.0,1.0,2.0,1.0,6.0,16.0,1.0,2.0,5.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,5.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,0.0,3.0,2.0,2.0,8.0,3.0,5.0,2.0,0.0,6.0,0.0,11.0,3.0,0.0,4.0,10.0,19.0,5.087596416473389,5.081404209136963,4.736198425292969,14.0,0.9937888383865356,0.0,0.0,1.0
